Draw;Win;769;666.73;48641
Figure;Game;335;334.88;2922
Return;Reach;62;812.13;44785
Thousand;Subject;906;961.01;24284
Could;Book;33;723.48;9774
Always;Social;646;451.94;776
Professor;Seek;74;762.83;10476
Measure;Effect;216;199.03;921
Outside;Her;665;295.69;20999
Parent;Break;523;408.47;4088
Approach;Hope;222;670.7;5830
Statement;Military;373;760.61;42258
Head;Popular;630;518.57;25899
Worry;Try;15;771.92;2352
Quickly;Later;130;290.88;1700
Successful;Congress;276;454.84;38704
Series;Economic;899;908.01;10602
Stop;Resource;519;604.32;28002
Rise;Understand;234;215.73;19930
Seat;East;302;4.88;45750
Throw;Want;780;327.66;9518
Any;Yard;790;429.28;34786
Record;For;697;49.61;18205
Whole;Camera;164;631.1;49523
Build;Theory;41;190.42;37826
Provide;Campaign;282;436.35;9059
Age;Hear;510;809.11;27469
Law;Health;399;437.89;40366
Game;Same;871;943.97;11296
Enough;Include;81;503.27;40563
The;Building;574;260.41;34332
Allow;By;108;902.95;29566
Bed;Let;786;846.34;33892
Main;Laugh;557;955.84;2602
East;Order;345;138.03;44386
Test;Itself;2;545.05;42936
Wind;Current;446;718.92;24323
Certain;Condition;33;968.81;16813
Collection;Main;146;335.0;46757
Student;Toward;758;47.91;2961
Under;Gun;846;955.57;20909
Hand;Stand;421;348.42;1326
The;Party;523;713.24;42073
Reality;Cell;198;599.73;33162
Perhaps;Trip;382;906.31;35999
Realize;Not;321;320.84;4134
Much;Far;66;118.68;34460
Fish;War;265;672.03;45111
Set;Plant;450;631.98;33796
American;Organization;890;426.86;32822
Marriage;Recent;943;872.18;5720
Radio;With;865;665.2;3313
Look;Republican;55;966.48;46849
Key;West;142;339.54;28000
Recently;Special;232;813.82;185
Police;Without;954;243.59;31939
Treat;Raise;487;205.48;10705
Force;Six;934;971.42;47223
Rise;President;373;623.73;10314
Safe;Sense;149;278.1;42092
Account;Follow;112;514.45;45744
Name;View;46;243.19;45058
Beyond;Where;664;809.79;1065
Here;Young;760;233.08;41839
Pattern;Tv;144;53.2;11991
History;Make;369;896.08;18180
Actually;Meet;704;87.44;32274
Attention;Then;434;273.82;820
Offer;Expert;212;639.57;13654
However;Participant;195;508.6;42821
Performance;Newspaper;577;819.71;49373
Owner;Ago;204;794.83;14275
Simply;Especially;397;327.61;18364
Great;Try;780;991.83;25437
Beat;Lead;376;21.75;21713
Beautiful;Culture;788;511.33;19291
Hospital;Huge;986;165.42;1141
Less;Or;706;965.34;37058
Involve;Himself;771;315.71;14467
Strategy;Him;127;372.67;46386
Something;Star;84;151.6;44203
Cover;Treat;522;163.32;41405
Thus;Travel;743;572.88;40575
Government;Send;265;520.4;46662
Meet;Which;28;740.28;5675
Believe;Relationship;329;168.82;31446
Medical;Authority;965;26.31;39678
Anything;Increase;916;802.57;23814
Appear;Than;979;903.55;35144
Parent;Least;101;75.5;478
Blood;Executive;122;659.27;35209
Structure;Human;448;18.96;23880
Make;Popular;101;875.3;23733
Final;We;174;332.43;6687
Entire;Key;600;578.27;23672
Bit;Share;935;692.46;20792
Energy;Hair;651;536.12;1685
Real;Stuff;582;848.53;32015
Institution;Boy;931;981.98;9492
Now;Man;752;653.36;20543
Evidence;Whose;211;538.13;17756
Eat;Possible;439;394.39;12486
System;Crime;416;618.26;43115
In;Energy;71;571.72;6243
Our;Happy;960;160.89;42970
Example;Baby;77;555.71;428
Trouble;Never;398;600.13;38240
Out;Hundred;200;115.62;39519
Arm;Nor;760;642.72;20613
Dinner;Thus;292;766.39;23581
Push;Town;983;446.15;8803
Talk;Health;399;45.1;47234
Half;Leave;606;224.95;43110
Whole;Skill;597;370.0;9436
Lead;Human;245;292.25;2323
Same;Support;96;834.8;17874
Agency;Management;827;268.57;13827
Read;Oil;226;700.93;15968
Table;Necessary;619;583.4;30947
People;Into;329;406.11;9169
Special;Themselves;599;789.81;14944
Exactly;Benefit;224;497.32;48428
Within;Treat;720;582.82;39989
Time;Expert;448;496.85;230
Whatever;Current;984;723.54;2272
Right;Time;448;735.47;30083
Agency;Arrive;904;577.97;9338
Friend;Population;913;220.72;33974
Energy;Per;28;300.24;33205
Care;Eat;907;215.97;37392
Care;Improve;707;871.74;37880
Soldier;Without;796;78.52;9917
Real;Spend;438;182.97;29
Project;Toward;45;995.93;29079
World;Bring;93;243.76;19786
Trouble;Answer;228;733.14;14501
Adult;Game;912;43.77;10898
Painting;Few;643;746.58;39423
Kid;Law;134;952.65;33389
Old;Behind;972;495.68;10381
Stop;Point;5;441.77;33208
