1729;Inbound;60;2021-05-20;48146
11232;Outbound;91;2020-04-17;2128
16865;Inbound;45;2022-10-03;17988
19354;Outbound;19;2021-05-22;25477
13066;Inbound;70;2021-06-26;19422
5906;Inbound;1;2022-08-19;34729
26521;Inbound;89;2024-01-07;19231
41503;Outbound;95;2023-09-19;22797
49315;Outbound;98;2020-04-02;17107
16286;Inbound;60;2023-09-14;35479
31475;Outbound;30;2020-04-02;42864
7828;Outbound;29;2023-01-28;45668
23607;Inbound;70;2022-06-01;33792
43948;Outbound;99;2023-10-23;38516
33555;Outbound;81;2021-08-07;11625
36211;Inbound;60;2023-04-08;13409
11623;Outbound;71;2023-10-02;6459
25234;Inbound;94;2023-11-23;48968
16724;Outbound;63;2020-09-08;8335
12683;Outbound;37;2021-04-06;22283
41607;Inbound;51;2021-11-01;25827
44717;Inbound;75;2020-05-07;17078
4306;Inbound;45;2023-09-25;23333
23968;Inbound;6;2022-01-22;24035
45454;Outbound;52;2021-12-22;39706
18251;Outbound;87;2020-07-11;10105
49415;Outbound;27;2023-03-21;27858
32866;Outbound;47;2021-11-08;31800
11904;Inbound;2;2022-02-15;49476
23824;Outbound;9;2023-06-06;41813
49246;Inbound;22;2022-01-04;26670
19910;Inbound;39;2020-02-17;10763
42495;Outbound;80;2023-12-01;45465
47275;Inbound;33;2021-10-28;6445
19403;Inbound;86;2020-09-25;49288
7322;Inbound;26;2023-05-31;17963
41844;Inbound;14;2021-03-31;29912
26390;Inbound;32;2022-06-25;34848
8672;Outbound;51;2022-10-02;26923
21687;Outbound;78;2024-01-17;35227
49863;Outbound;16;2023-01-06;2237
19397;Outbound;38;2022-09-04;4882
38918;Outbound;23;2020-09-03;17492
26773;Inbound;21;2022-01-06;48639
14109;Outbound;43;2021-11-19;31416
43690;Inbound;48;2023-10-19;1162
4491;Outbound;23;2024-01-07;39327
17302;Outbound;27;2021-05-14;8662
22644;Outbound;15;2023-08-07;34677
23835;Inbound;16;2020-06-06;16591
29852;Inbound;81;2023-02-21;21688
2729;Inbound;37;2022-10-28;22229
22706;Outbound;47;2022-10-25;45358
28820;Inbound;35;2022-06-01;11041
44607;Outbound;83;2022-01-29;8881
9641;Outbound;53;2021-12-11;1544
10697;Inbound;71;2020-06-01;24059
20789;Outbound;12;2020-12-02;34261
26671;Inbound;71;2021-01-29;33042
39543;Inbound;96;2021-01-18;31134
47943;Outbound;67;2022-02-11;45680
27912;Inbound;88;2022-10-19;28397
10810;Inbound;8;2021-11-21;11204
9027;Inbound;7;2020-07-19;14417
8133;Inbound;5;2020-02-22;26658
34717;Inbound;31;2022-06-11;20004
11743;Outbound;47;2022-05-14;16953
3217;Inbound;51;2020-08-26;33668
11417;Outbound;53;2021-02-20;28083
31712;Inbound;43;2020-03-06;14211
7675;Outbound;16;2022-12-01;6694
35984;Outbound;32;2023-11-21;32849
16036;Inbound;97;2021-11-04;12260
6675;Inbound;36;2020-05-26;20484
41538;Inbound;22;2021-08-15;7191
10772;Inbound;8;2021-05-15;4152
29248;Outbound;2;2020-12-18;1705
30726;Outbound;39;2022-01-01;380
46386;Outbound;19;2021-02-27;18670
13060;Outbound;70;2021-05-28;2785
32;Inbound;14;2020-05-12;46551
32078;Outbound;87;2022-11-05;43162
6001;Inbound;53;2024-03-06;6333
4824;Inbound;31;2021-07-11;10015
7253;Outbound;17;2020-12-14;22667
27873;Inbound;62;2022-05-05;49517
34317;Outbound;48;2021-12-29;8624
8992;Outbound;65;2020-10-11;46715
13798;Outbound;74;2023-12-31;37510
37661;Inbound;23;2020-08-02;47955
33990;Inbound;58;2022-04-14;43646
21650;Inbound;21;2021-08-25;4725
32197;Outbound;58;2022-02-25;42814
40411;Outbound;10;2022-09-25;7726
36091;Outbound;39;2021-01-27;36625
25701;Outbound;86;2023-10-24;39309
44661;Outbound;90;2020-05-26;35957
18035;Inbound;22;2020-12-28;46229
39792;Inbound;92;2020-07-09;34659
45352;Inbound;5;2024-02-10;4752
33097;Inbound;24;2022-12-08;17217
37882;Inbound;89;2021-05-15;46083
17810;Outbound;65;2020-06-01;8255
42415;Outbound;29;2022-03-11;35512
46527;Inbound;4;2022-12-10;47449
4394;Inbound;66;2022-08-20;31983
9718;Outbound;98;2022-09-26;34337
21561;Inbound;88;2023-09-30;27290
46742;Outbound;77;2023-10-27;16721
2182;Outbound;30;2021-07-13;3675
38941;Outbound;77;2023-02-19;4685
3218;Inbound;15;2021-05-25;28417
10599;Inbound;42;2022-08-18;22037
37476;Outbound;43;2023-09-08;45676
8614;Inbound;94;2023-06-01;8114
28349;Inbound;81;2021-03-09;2399
