336;Outbound;26;2021-06-04;56358
45958;Inbound;90;2023-10-25;12600
20231;Inbound;30;2020-03-20;56196
30483;Inbound;6;2022-08-03;68996
78308;Inbound;69;2020-09-02;22660
81923;Outbound;43;2023-08-03;33221
88781;Inbound;94;2023-03-17;62482
98373;Outbound;97;2020-10-08;7812
82812;Outbound;100;2022-04-16;3865
55721;Outbound;57;2021-11-07;22147
59426;Inbound;74;2022-02-08;669
58448;Inbound;49;2023-12-03;98042
15676;Outbound;31;2020-05-12;40883
52111;Outbound;46;2021-05-02;15683
42209;Outbound;96;2021-05-22;62484
76111;Outbound;71;2024-01-30;99859
13226;Inbound;36;2020-05-09;6131
50519;Outbound;7;2021-12-06;95061
71329;Inbound;8;2020-04-29;48347
7600;Inbound;9;2022-08-31;93531
61628;Outbound;27;2023-05-07;77781
9479;Outbound;22;2022-05-28;75722
77432;Inbound;79;2021-08-03;70438
36532;Outbound;36;2024-02-23;18278
98662;Outbound;96;2022-11-25;30557
27306;Inbound;19;2021-02-08;75981
54108;Inbound;88;2020-04-01;56143
49583;Outbound;76;2022-08-05;11034
39808;Outbound;81;2022-10-25;19596
52154;Outbound;92;2022-01-29;68045
73374;Inbound;16;2020-01-24;10316
54148;Inbound;29;2021-09-08;31570
62097;Outbound;73;2021-09-08;15378
67861;Outbound;15;2024-01-23;13874
67867;Inbound;68;2022-11-13;76368
81703;Inbound;38;2020-09-07;37370
80315;Inbound;10;2023-02-18;61439
81619;Inbound;21;2020-06-28;34529
28071;Inbound;71;2020-05-19;4657
63337;Inbound;8;2020-10-02;87154
62920;Inbound;52;2022-07-29;13970
60113;Outbound;10;2021-07-02;30005
11999;Outbound;66;2020-01-14;67476
26614;Inbound;54;2022-07-31;49011
87107;Outbound;89;2024-03-04;35000
89271;Inbound;21;2022-03-09;30848
57023;Inbound;59;2024-02-29;53509
36061;Inbound;14;2020-04-09;51950
55621;Inbound;85;2021-03-31;69003
14204;Outbound;22;2021-07-21;79170
53440;Outbound;76;2023-03-05;55363
70611;Outbound;57;2021-10-14;31151
99918;Outbound;7;2023-02-25;39606
34661;Inbound;80;2021-10-19;78307
89464;Outbound;89;2020-08-21;86762
34703;Inbound;98;2024-01-08;87330
18719;Outbound;43;2023-04-18;92196
93956;Outbound;100;2022-02-01;73557
60688;Outbound;66;2023-11-26;79615
79211;Inbound;14;2022-04-30;90053
4231;Outbound;19;2023-02-24;94212
92534;Outbound;59;2022-07-10;4187
3843;Outbound;63;2021-04-13;23512
62681;Inbound;17;2020-06-14;51883
51332;Inbound;48;2021-12-13;19478
55377;Outbound;79;2020-11-09;69901
58838;Outbound;11;2020-07-31;78925
90181;Inbound;2;2022-10-16;35315
38671;Outbound;46;2023-01-31;42559
31107;Outbound;24;2024-01-12;54898
38402;Inbound;71;2023-10-22;33465
30642;Inbound;34;2024-03-07;80094
22419;Outbound;88;2020-09-15;6119
9309;Outbound;82;2022-12-03;36518
63458;Outbound;75;2022-10-21;10385
76469;Inbound;19;2022-01-10;65541
99322;Outbound;10;2022-05-30;68413
123;Outbound;40;2020-02-17;474
18984;Outbound;61;2022-11-01;28537
45992;Outbound;85;2021-09-06;6056
50607;Inbound;9;2020-07-13;32456
93383;Inbound;47;2022-07-11;63925
79864;Inbound;85;2022-07-27;6595
53750;Outbound;69;2021-04-28;3805
79883;Inbound;14;2024-01-15;91642
6833;Outbound;56;2021-02-13;274
46326;Outbound;24;2020-08-19;63923
65991;Outbound;77;2020-04-17;16689
58375;Inbound;92;2024-01-29;62159
11932;Inbound;51;2024-03-26;86637
54208;Outbound;44;2020-06-25;18104
28051;Outbound;17;2023-08-20;4816
2843;Outbound;91;2024-03-04;78798
30638;Inbound;45;2021-09-02;53164
76545;Outbound;70;2021-04-24;96193
12809;Outbound;88;2021-04-02;71758
81770;Inbound;73;2020-06-09;2941
19649;Outbound;40;2022-04-14;35682
48072;Inbound;33;2021-01-15;98410
61882;Outbound;20;2020-07-29;46265
36971;Outbound;76;2020-04-20;14720
38091;Inbound;61;2021-09-02;1973
84315;Outbound;43;2022-10-26;21122
69851;Inbound;46;2022-10-18;17066
70840;Inbound;15;2021-04-04;19161
30523;Inbound;53;2020-03-02;52608
76579;Outbound;79;2022-10-27;67632
28835;Outbound;35;2023-04-02;9645
17853;Outbound;91;2022-06-13;73621
5377;Outbound;31;2023-07-07;35017
49148;Outbound;1;2020-01-13;93272
23794;Inbound;98;2020-11-06;64204
77930;Inbound;46;2023-12-03;22500
5561;Outbound;65;2021-08-14;68001
49648;Inbound;3;2022-08-13;94365
10404;Inbound;95;2022-01-21;83122
91987;Outbound;21;2022-01-01;78843
82459;Outbound;44;2022-11-15;46523
42554;Outbound;47;2023-10-30;92604
10245;Outbound;53;2022-07-15;62506
20403;Outbound;4;2021-10-04;34063
2883;Inbound;32;2020-11-09;30726
70892;Inbound;48;2021-12-01;55064
90533;Outbound;18;2022-06-15;52561
47113;Inbound;32;2021-02-19;18917
58450;Outbound;50;2023-12-08;97458
75180;Inbound;65;2024-01-25;54601
84665;Inbound;40;2021-09-09;91598
20596;Inbound;66;2024-03-08;79384
35791;Inbound;24;2020-03-06;92191
73761;Inbound;3;2021-09-04;63259
98027;Inbound;22;2022-11-16;65915
94357;Inbound;44;2021-09-20;98637
85831;Inbound;26;2023-08-03;33526
7133;Outbound;8;2021-01-16;32646
2805;Outbound;91;2024-03-20;60848
68096;Inbound;20;2022-04-28;47962
43531;Outbound;39;2021-02-21;26600
26056;Outbound;41;2020-06-20;1302
19554;Inbound;97;2023-07-16;96066
82358;Inbound;24;2020-08-08;32376
80326;Outbound;9;2022-08-02;36110
3302;Inbound;20;2020-05-15;73763
9941;Outbound;19;2023-09-29;55827
96965;Outbound;89;2022-09-18;33294
88122;Inbound;15;2022-03-02;81427
20829;Outbound;36;2022-08-20;19215
92885;Outbound;38;2023-09-27;28234
27740;Inbound;97;2023-03-03;3671
51042;Outbound;94;2020-02-06;86156
32960;Inbound;99;2023-01-12;8735
30999;Outbound;88;2022-08-15;30955
21235;Outbound;28;2021-07-28;30700
50981;Outbound;43;2023-09-08;218
48082;Outbound;27;2021-01-26;86996
6970;Outbound;18;2021-04-05;10117
1823;Outbound;35;2020-09-06;87354
67656;Inbound;98;2022-06-15;47227
83788;Inbound;73;2021-09-11;72554
718;Inbound;15;2021-05-25;97494
54917;Outbound;71;2022-12-09;49322
