Have;Across;35;868.36;45513
Still;Girl;461;376.48;96441
Expect;Program;122;122.89;68270
Admit;New;117;54.63;40354
By;Serious;891;104.32;32862
Carry;Item;683;365.74;65035
Traditional;Far;819;879.08;33210
Believe;Leader;951;186.56;33301
Turn;Throw;551;938.39;6573
Especially;Benefit;199;690.14;7218
Finally;Crime;159;188.46;66735
Talk;Four;652;190.28;39574
Talk;Indeed;452;193.52;50940
Onto;General;604;15.81;60445
True;Herself;281;107.78;36915
Little;Happen;22;988.35;59889
Sea;Rise;721;225.05;30187
Whom;However;364;860.12;15384
Four;Five;559;890.35;54676
I;Recent;882;591.15;87693
Thousand;Head;101;373.65;25083
Girl;Myself;551;845.69;65855
Need;Speak;965;163.82;39480
Quite;Key;413;170.59;26310
Foreign;Staff;530;285.38;63209
Charge;List;673;240.47;76688
Television;Area;298;515.21;18045
Coach;Bar;359;161.88;87465
Product;Local;595;897.86;73414
Building;Successful;306;43.74;87801
Black;Strong;260;17.35;73728
Concern;Manage;994;760.94;99516
Let;Could;405;616.69;75695
Style;Republican;950;337.08;64722
Interview;Bill;683;915.54;58185
Song;Of;196;722.4;64405
Special;Far;884;886.55;75593
Example;Artist;950;634.55;83098
Institution;Wear;780;339.8;88848
Discuss;Better;707;507.47;40211
Charge;Sense;148;577.72;19491
Study;Real;155;520.63;55613
Quite;Total;981;812.4;53407
Know;Break;169;112.0;76905
Ability;Try;64;273.26;80121
Present;Cold;832;638.87;93085
Bag;Public;236;826.9;75457
Much;Interview;438;283.0;8832
Reality;Religious;191;179.77;46220
Possible;Plan;311;896.68;6044
Year;Movie;360;249.14;86756
Visit;Top;965;670.06;44601
Arrive;Fill;273;620.59;74738
Operation;Heavy;208;934.38;14556
Almost;Method;978;893.57;83552
Amount;Break;400;956.45;32033
Talk;Structure;673;285.89;48109
Allow;Drive;692;373.95;98362
Especially;Spring;709;839.19;6340
Account;Office;22;361.93;69367
Machine;Eight;106;372.85;84635
Management;Good;135;288.37;29707
Stay;Something;207;371.08;12314
Popular;Course;452;274.62;43619
See;Impact;563;531.25;43105
Each;Including;732;324.43;74008
Possible;Goal;225;871.83;68333
Education;Have;294;389.64;37331
Security;Eight;584;330.79;8559
Concern;Writer;439;627.62;5745
City;Hope;378;301.59;88272
Democrat;Become;933;146.02;52005
Ten;Special;753;44.27;11717
Seven;Interest;401;746.68;92501
Wish;Opportunity;791;561.04;659
It;Tax;208;564.1;10952
Nearly;What;388;951.43;89017
Natural;Environment;364;416.67;3114
Reason;Force;922;332.61;55365
Tree;None;643;602.99;3777
Coach;Glass;885;271.92;12408
Would;Do;830;475.92;55596
Miss;Behavior;958;406.52;77301
Surface;Rather;170;903.4;4269
Always;Too;663;68.86;87911
Knowledge;When;740;59.58;85207
White;Station;212;548.87;89138
Student;Traditional;477;293.29;80659
Wide;Least;808;428.12;78102
Event;Traditional;811;196.28;77612
Little;List;644;798.91;23573
Peace;Have;744;731.29;75304
Democrat;Dream;434;306.3;19901
Second;Never;234;547.33;16852
Fact;Authority;406;687.91;91759
Even;Page;851;16.89;16449
Return;Not;661;386.25;90695
Detail;Hear;983;920.38;78389
Tell;Significant;679;668.61;44674
